S000000001	TFC3	YAL001C|FUN24|TSV115
S000004570	CAC2	YML102W
S000004571	NUP188	YML103C
S000004572	MDM1	YML104C
S000004573	SEC65	YML105C
S000004574	URA5	YML106W|PYR5|orotate phosphoribosyltransferase URA5
S000004575	PML39	YML107C
S000004576	YML108W	YML108W
S000004577	ZDS2	YML109W|CES4
S000004578	COQ5	YML110C|2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase|DBI56
S000004579	BUL2	YML111W|ubiquitin-ubiquitin ligase BUL2
S000004580	CTK3	YML112W
S000004581	DAT1	YML113W
S000004582	TAF8	YML114C|TAF65
S000004583	VAN1	YML115C|LDB13|VRG7|VRG8
S000004584	ATR1	YML116W|SNQ1
S000004585	NAB6	YML117W
S000004587	NGL3	YML118W
S000004588	YML119W	YML119W
S000004589	NDI1	YML120C|NADH-ubiquinone reductase (H(+)-translocating) NDI1
S000004590	GTR1	YML121W
S000004592	PHO84	YML123C|phoT
S000004593	TUB3	YML124C
S000004594	PGA3	YML125C|NQR1
S000004595	ERG13	YML126C|HMGS|hydroxymethylglutaryl-CoA synthase
S000004596	RSC9	YML127W
S000004597	MSC1	YML128C
S000004598	COX14	YML129C
S000004599	ERO1	YML130C
S000004600	YML131W	YML131W
S000004601	COS3	YML132W
S000004602	YML133C	YML133C|Y' element ATP-dependent helicase
S000004603	CDC5	YMR001C|MSD2|PKX2|polo kinase CDC5
S000004604	MIC17	YMR002W
S000004605	AIM34	YMR003W
S000004606	MVP1	YMR004W
S000004607	TAF4	YMR005W|MPT1|TAF48|TSG2
S000004608	PLB2	YMR006C
S000004610	PLB1	YMR008C
S000004611	ADI1	YMR009W|acireductone dioxygenase (Ni2+-requiring)
S000004612	YMR010W	YMR010W
S000004613	HXT2	YMR011W
S000004614	CLU1	YMR012W|TIF31
S000004615	SEC59	YMR013C
S000004616	BUD22	YMR014W
S000004617	ERG5	YMR015C|C-22 sterol desaturase|CYP61
S000004618	SOK2	YMR016C
S000004619	SPO20	YMR017W|DBI9
S000004620	YMR018W	YMR018W
S000004621	STB4	YMR019W
S000004622	FMS1	YMR020W|polyamine oxidase
S000004623	MAC1	YMR021C|CUA1
S000004624	UBC7	YMR022W|DER2|E2 ubiquitin-conjugating protein UBC7|QRI8
S000004625	MSS1	YMR023C|PET53
S000004626	MRPL3	YMR024W|mitochondrial 54S ribosomal protein YmL3
S000004627	CSI1	YMR025W
S000004628	PEX12	YMR026C|PAS11|ubiquitin-protein ligase peroxin 12
S000004629	YMR027W	YMR027W
S000004630	TAP42	YMR028W
S000004631	FAR8	YMR029C
S000004632	RSF1	YMR030W
S000004633	EIS1	YMR031C
S000004635	HOF1	YMR032W|CYK2
S000004636	ARP9	YMR033W|RSC12|SWP59
S000004637	YMR034C	YMR034C
S000004638	IMP2	YMR035W
S000004639	MIH1	YMR036C
S000004640	MSN2	YMR037C
S000004641	CCS1	YMR038C|CCS|LYS7
S000004642	SUB1	YMR039C|TSP1
S000004643	YET2	YMR040W
S000004644	ARA2	YMR041C|D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA2
S000004645	ARG80	YMR042W|ARGR1|ARGRI
S000004646	MCM1	YMR043W|FUN80
S000004647	IOC4	YMR044W
S000004648	YMR045C	YMR045C|gag-pol fusion protein
S000004649	YMR046C	YMR046C|gag protein
S000004650	NUP116	YMR047C|NSP116
S000004651	CSM3	YMR048W
S000004652	ERB1	YMR049C
S000004653	YMR050C	YMR050C|gag-pol fusion protein
S000004654	YMR051C	YMR051C|gag protein
S000004656	FAR3	YMR052W
S000004657	STB2	YMR053C
S000004658	STV1	YMR054W
S000004659	BUB2	YMR055C|PAC7
S000004660	AAC1	YMR056C
S000004662	FET3	YMR058W
S000004663	SEN15	YMR059W
S000004664	SAM37	YMR060C|MAS37|PET3027|TOM37
S000004665	RNA14	YMR061W
S000004666	ARG7	YMR062C|ECM40|glutamate N-acetyltransferase
S000004667	RIM9	YMR063W
S000004668	AEP1	YMR064W|NCA1
S000004669	KAR5	YMR065W|FIG3
S000004670	SOV1	YMR066W
S000004671	UBX4	YMR067C|CUI1
S000004672	AVO2	YMR068W
S000004673	NAT4	YMR069W|NAA40
S000004674	MOT3	YMR070W|ROX7|[MOT3+]|[MOT3]
S000004675	TVP18	YMR071C
S000004676	ABF2	YMR072W
S000004677	IRC21	YMR073C
S000004678	YMR074C	YMR074C
S000004680	RCO1	YMR075W
S000004681	PDS5	YMR076C
S000004682	VPS20	YMR077C|CHM6|VPL10|VPT20
S000004683	CTF18	YMR078C|CHL12
S000004684	SEC14	YMR079W|PIT1
S000004685	NAM7	YMR080C|ATP-dependent RNA helicase NAM7|IFS2|MOF4|SUP113|UPF1
S000004686	ISF1	YMR081C|MBR3
S000004688	ADH3	YMR083W|alcohol dehydrogenase ADH3
S000004689	YMR084W	YMR084W
S000004690	YMR085W	YMR085W
S000004692	SEG1	YMR086W
S000004693	YMR087W	YMR087W
S000004694	VBA1	YMR088C
S000004695	YTA12	YMR089C|RCA1|m-AAA protease subunit YTA12
S000004696	YMR090W	YMR090W
S000004697	NPL6	YMR091C|RSC7
S000004698	AIP1	YMR092C
S000004699	UTP15	YMR093W
S000004700	CTF13	YMR094W|CBF3C
S000004701	SNO1	YMR095C
S000004702	SNZ1	YMR096W
S000004703	MTG1	YMR097C
S000004704	ATP25	YMR098C|LRC4
S000004705	YMR099C	YMR099C|glucose-6-phosphate 1-epimerase
S000004706	MUB1	YMR100W
S000004707	SRT1	YMR101C
S000004708	YMR102C	YMR102C
S000004710	YPK2	YMR104C|YKR2
S000004711	PGM2	YMR105C|GAL5|phosphoglucomutase PGM2
S000004712	YKU80	YMR106C|HDF2
S000004713	SPG4	YMR107W
S000004714	ILV2	YMR108W|SMR1|THI1|acetolactate synthase catalytic subunit
S000004715	MYO5	YMR109W|myosin 5
S000004716	HFD1	YMR110C
S000004717	YMR111C	YMR111C
S000004718	MED11	YMR112C
S000004719	FOL3	YMR113W|dihydrofolate synthase
S000004720	YMR114C	YMR114C
S000004721	MGR3	YMR115W|FMP24
S000004722	ASC1	YMR116C|CPC2|NAD1
S000004723	SPC24	YMR117C
S000004724	SHH3	YMR118C|protein SHH3
S000004725	ASI1	YMR119W|putative ubiquitin-protein ligase ASI1
S000004727	ADE17	YMR120C|bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE17
S000004728	RPL15B	YMR121C|ribosomal 60S subunit protein L15B
S000004730	PKR1	YMR123W
S000004731	YMR124W	YMR124W
S000004732	STO1	YMR125W|CBC1|CBP80|GCR3|SUT1
S000004733	DLT1	YMR126C
S000004734	SAS2	YMR127C
S000004735	ECM16	YMR128W|DHR1
S000004736	POM152	YMR129W
S000004737	YMR130W	YMR130W
S000004738	RRB1	YMR131C
S000004739	JLP2	YMR132C
S000004740	REC114	YMR133W
S000004741	ERG29	YMR134W
S000004742	GID8	YMR135C|DCR1|glucose-induced degradation complex subunit GID8
S000004744	GAT2	YMR136W
S000004745	PSO2	YMR137C|SNM1
S000004746	CIN4	YMR138W|GTP1|UGX1
S000004747	RIM11	YMR139W|GSK3|MDS1
S000004748	SIP5	YMR140W
S000004750	RPL13B	YMR142C|ribosomal 60S subunit protein L13B
S000004751	RPS16A	YMR143W|ribosomal 40S subunit protein S16A
S000004752	YMR144W	YMR144W
S000004753	NDE1	YMR145C|NADH-ubiquinone reductase (H(+)-translocating) NDE1|NDH1
S000004754	TIF34	YMR146C
S000004755	YMR147W	YMR147W
S000004756	OSW5	YMR148W
S000004757	SWP1	YMR149W
S000004758	IMP1	YMR150C|PET-TS2858
S000004760	YIM1	YMR152W
S000004762	NUP53	YMR153W
S000004763	RIM13	YMR154C|CPL1
S000004764	YMR155W	YMR155W
S000004765	TPP1	YMR156C
S000004766	AIM36	YMR157C|FMP39
S000004767	MRPS8	YMR158W|mitochondrial 37S ribosomal protein MRPS8
S000004769	ATG16	YMR159C|APG15|APG16|CVT11|SAP18
S000004770	YMR160W	YMR160W
S000004771	HLJ1	YMR161W
S000004772	DNF3	YMR162C|aminophospholipid-translocating P4-type ATPase DNF3
S000004773	INP2	YMR163C
S000004774	MSS11	YMR164C
S000004775	PAH1	YMR165C|SMP2|phosphatidate phosphatase PAH1
S000004776	YMR166C	YMR166C
S000004777	MLH1	YMR167W|PMS2|mismatch repair ATPase MLH1
S000004778	CEP3	YMR168C|CBF3|CBF3B|CSL1
S000004779	ALD3	YMR169C|aldehyde dehydrogenase (NAD(+)) ALD3
S000004780	ALD2	YMR170C|aldehyde dehydrogenase (NAD(+)) ALD2
S000004781	EAR1	YMR171C
S000004783	HOT1	YMR172W
S000004784	DDR48	YMR173W|DNA damage-responsive protein 48|FSP
S000004786	PAI3	YMR174C
S000004787	SIP18	YMR175W
S000004788	ECM5	YMR176W
S000004789	MMT1	YMR177W
S000004790	YMR178W	YMR178W
S000004791	SPT21	YMR179W
S000004792	CTL1	YMR180C|CTH1
S000004793	YMR181C	YMR181C
S000004794	RGM1	YMR182C
S000004795	SSO2	YMR183C
S000004796	ADD37	YMR184W
S000004797	RTP1	YMR185W
S000004798	HSC82	YMR186W|HSP90|Hsp90 family chaperone HSC82
S000004799	YMR187C	YMR187C
S000004800	MRPS17	YMR188C|mitochondrial 37S ribosomal protein MRPS17
S000004801	GCV2	YMR189W|GSD2|glycine decarboxylase subunit P
S000004802	SGS1	YMR190C
S000004803	SPG5	YMR191W
S000004804	GYL1	YMR192W|APP2
S000004806	MRPL24	YMR193W|MRPL14|mitochondrial 54S ribosomal protein YmL24/YmL14
S000004807	RPL36A	YMR194W|RPL39B|ribosomal 60S subunit protein L36A
S000004808	ICY1	YMR195W
S000004809	YMR196W	YMR196W
S000004810	VTI1	YMR197C
S000004811	CIK1	YMR198W
S000004812	CLN1	YMR199W
S000004813	ROT1	YMR200W
S000004814	RAD14	YMR201C
S000004815	ERG2	YMR202W|C-8 sterol isomerase ERG2|END11
S000004816	TOM40	YMR203W|ISP42|MOM38
S000004817	INP1	YMR204C
S000004818	PFK2	YMR205C|6-phosphofructokinase subunit beta
S000004819	YMR206W	YMR206W
S000004820	HFA1	YMR207C|acetyl-CoA carboxylase HFA1
S000004821	ERG12	YMR208W|RAR1|mevalonate kinase
S000004822	YMR209C	YMR209C
S000004823	YMR210W	YMR210W|putative carboxylic ester hydrolase
S000004824	DML1	YMR211W
S000004825	EFR3	YMR212C
S000004826	CEF1	YMR213W|NTC85
S000004827	SCJ1	YMR214W
S000004828	GAS3	YMR215W
S000004829	SKY1	YMR216C
S000004830	GUA1	YMR217W|GMP synthase (glutamine-hydrolyzing)
S000004831	TRS130	YMR218C
S000004832	ESC1	YMR219W
S000004833	ERG8	YMR220W|phosphomevalonate kinase
S000004834	YMR221C	YMR221C
S000004835	FSH2	YMR222C
S000004836	UBP8	YMR223W
S000004837	MRE11	YMR224C|NGS1|RAD58|XRS4
S000004838	MRPL44	YMR225C|YMR44|mitochondrial 54S ribosomal protein YmL44
S000004839	YMR226C	YMR226C|TMA29|oxidoreductase
S000004840	TAF7	YMR227C|TAF67
S000004841	MTF1	YMR228W
S000004842	RRP5	YMR229C
S000004843	RPS10B	YMR230W|ribosomal 40S subunit protein S10B
S000004844	PEP5	YMR231W|END1|VAM1|VPL9|VPS11|VPT11
S000004845	FUS2	YMR232W
S000004846	TRI1	YMR233W
S000004847	RNH1	YMR234W
S000004848	RNA1	YMR235C
S000004849	TAF9	YMR236W|TAF17
S000004850	BCH1	YMR237W
S000004851	DFG5	YMR238W
S000004852	RNT1	YMR239C
S000004853	CUS1	YMR240C
S000004854	YHM2	YMR241W
S000004855	RPL20A	YMR242C|RPL18A2|ribosomal 60S subunit protein L20A
S000004856	ZRC1	YMR243C|OSR1|Zn(2+) transporter ZRC1
S000004857	COA6	YMR244C-A
S000004858	YMR244W	YMR244W
S000004860	FAA4	YMR246W|long-chain fatty acid-CoA ligase FAA4
S000004861	RKR1	YMR247C|LTN1|ubiquitin-protein ligase RKR1
S000004862	GAD1	YMR250W|glutamate decarboxylase GAD1
S000004863	GTO3	YMR251W
S000004864	HOR7	YMR251W-A
S000004865	YMR252C	YMR252C
S000004866	YMR253C	YMR253C
S000004868	GFD1	YMR255W
S000004869	COX7	YMR256C|cytochrome c oxidase subunit VII
S000004870	PET111	YMR257C
S000004871	ROY1	YMR258C
S000004872	TRM732	YMR259C
S000004873	TIF11	YMR260C
S000004874	TPS3	YMR261C
S000004875	YMR262W	YMR262W
S000004876	SAP30	YMR263W
S000004877	CUE1	YMR264W|KIS4
S000004878	YMR265C	YMR265C
S000004879	RSN1	YMR266W
S000004880	PPA2	YMR267W|IPP2
S000004881	PRP24	YMR268C
S000004882	TMA23	YMR269W|YMR268W-A
S000004883	RRN9	YMR270C
S000004884	URA10	YMR271C|orotate phosphoribosyltransferase URA10
S000004885	SCS7	YMR272C|FAH1|fatty acid alpha-hydroxylase
S000004886	ZDS1	YMR273C|CES1|CKM1|NRC1|OSS1
S000004887	RCE1	YMR274C
S000004888	BUL1	YMR275C|DAG1|RDS1|SMM2|ubiquitin-ubiquitin ligase BUL1
S000004889	DSK2	YMR276W
S000004890	FCP1	YMR277W
S000004891	PRM15	YMR278W|PGM3|phosphoglucomutase PGM3
S000004892	YMR279C	YMR279C
S000004893	CAT8	YMR280C|DIL1|MSP8
S000004894	GPI12	YMR281W
S000004895	AEP2	YMR282C|ATP13
S000004896	RIT1	YMR283C
S000004897	YKU70	YMR284W|HDF1|KU70|NES24
S000004898	NGL2	YMR285C
S000004899	MRPL33	YMR286W|mitochondrial 54S ribosomal protein YmL33
S000004900	DSS1	YMR287C|MSU1
S000004901	HSH155	YMR288W
S000004902	ABZ2	YMR289W|aminodeoxychorismate lyase ABZ2
S000004903	HAS1	YMR290C|ATP-dependent RNA helicase HAS1
S000004905	TDA1	YMR291W
S000004906	GOT1	YMR292W
S000004907	HER2	YMR293C|GEP6|LRC6|RRG6|glutamyl-tRNA(Gln) amidotransferase subunit HER2
S000004908	JNM1	YMR294W|INS1|PAC3
S000004910	YMR295C	YMR295C
S000004911	LCB1	YMR296C|END8|TSC2|serine C-palmitoyltransferase LCB1
S000004912	PRC1	YMR297W|LBC1|carboxypeptidase C PRC1
S000004913	LIP1	YMR298W|sphingosine N-acyltransferase subunit LIP1
S000004914	DYN3	YMR299C|dynein light intermediate chain
S000004915	ADE4	YMR300C|amidophosphoribosyltransferase
S000004916	ATM1	YMR301C|ATP-binding cassette Fe/S cluster precursor transporter ATM1
S000004917	YME2	YMR302C|PRP12|RNA12
S000004918	ADH2	YMR303C|ADR2|alcohol dehydrogenase ADH2
S000004920	UBP15	YMR304W
S000004921	SCW10	YMR305C
S000004923	FKS3	YMR306W
S000004924	GAS1	YMR307W|CWH52|GGP1
S000004925	PSE1	YMR308C|KAP121
S000004926	NIP1	YMR309C
S000004927	YMR310C	YMR310C
S000004928	GLC8	YMR311C
S000004929	ELP6	YMR312W|Elongator subunit ELP6|HAP3|KTI4|TOT6
S000004930	TGL3	YMR313C
S000004931	PRE5	YMR314W|proteasome core particle subunit alpha 6
S000004932	YMR315W	YMR315W
S000004933	YMR316C-A	YMR316C-A
S000004935	DIA1	YMR316W
S000004936	YMR317W	YMR317W
S000004937	ADH6	YMR318C|ADHVI
S000004938	FET4	YMR319C
S000004940	YMR321C	YMR321C
S000004941	SNO4	YMR322C|HSP34
S000004942	ERR3	YMR323W|phosphopyruvate hydratase ERR3
S000004944	PAU19	YMR325W
S000004946	DOM34	YNL001W
S000004947	RLP7	YNL002C|RPL7
S000004948	PET8	YNL003C|SAM5
S000004949	HRB1	YNL004W|TOM34
S000004950	MRP7	YNL005C|MRPL2|mitochondrial 54S ribosomal protein YmL2
S000004951	LST8	YNL006W
S000004952	SIS1	YNL007C
S000004953	ASI3	YNL008C|putative ubiquitin-protein ligase ASI3
S000004954	IDP3	YNL009W|isocitrate dehydrogenase (NADP(+)) IDP3
S000004955	YNL010W	YNL010W
S000004956	YNL011C	YNL011C
S000004957	SPO1	YNL012W
S000004959	HEF3	YNL014W|ZRG7|translation elongation factor EF-3
S000004960	PBI2	YNL015W|I2B|IB2|LMA1
S000004961	PUB1	YNL016W|RNP1
S000004963	YNL018C	YNL018C
S000004964	YNL019C	YNL019C
S000004965	ARK1	YNL020C
S000004966	HDA1	YNL021W
S000004967	RCM1	YNL022C
S000004968	FAP1	YNL023C
S000004969	YNL024C	YNL024C
S000004970	SSN8	YNL025C|CycC|GIG3|NUT9|RYE2|SRB11|UME3
S000004971	SAM50	YNL026W|OMP85|TOB55
S000004972	CRZ1	YNL027W|HAL8|TCN1
S000004974	KTR5	YNL029C
S000004975	HHF2	YNL030W
S000004976	HHT2	YNL031C
S000004977	SIW14	YNL032W|OCA3
S000004978	YNL033W	YNL033W
S000004979	YNL034W	YNL034W
S000004980	YNL035C	YNL035C
S000004981	NCE103	YNL036W|NCE3|carbonate dehydratase NCE103
S000004982	IDH1	YNL037C|isocitrate dehydrogenase (NAD(+)) IDH1
S000004983	GPI15	YNL038W
S000004984	BDP1	YNL039W|TFC5|TFC7
S000004985	YNL040W	YNL040W|putative alanine--tRNA ligase
S000004986	COG6	YNL041C|COD2|SEC37
S000004987	BOP3	YNL042W
S000004989	YIP3	YNL044W
S000004990	LAP2	YNL045W
S000004991	YNL046W	YNL046W
S000004992	SLM2	YNL047C|LIT1
S000004993	ALG11	YNL048W|alpha-1,2-mannosyltransferase ALG11
S000004994	SFB2	YNL049C|ISS1
S000004995	YNL050C	YNL050C
S000004996	COG5	YNL051W|API4|COD4
S000004997	COX5A	YNL052W|cytochrome c oxidase subunit Va
S000004998	MSG5	YNL053W
S000004999	VAC7	YNL054W
S000005000	POR1	YNL055C|OMP2|VDAC|YVDAC1
S000005001	OCA2	YNL056W
S000005003	YNL058C	YNL058C
S000005004	ARP5	YNL059C
S000005005	NOP2	YNL061W|YNA1
S000005006	GCD10	YNL062C|TRM6
S000005007	MTQ1	YNL063W
S000005008	YDJ1	YNL064C|HSP40|MAS5
S000005009	AQR1	YNL065W
S000005010	SUN4	YNL066W|SCW3
S000005011	RPL9B	YNL067W|ribosomal 60S subunit protein L9B
S000005012	FKH2	YNL068C
S000005013	RPL16B	YNL069C|RP23|ribosomal 60S subunit protein L16B
S000005014	TOM7	YNL070W|MOM7|YOK22
S000005015	LAT1	YNL071W|ODP2|PDA2|dihydrolipoyllysine-residue acetyltransferase
S000005016	RNH201	YNL072W|RNH35
S000005017	MSK1	YNL073W|lysine--tRNA ligase MSK1
S000005018	MLF3	YNL074C|YMK1
S000005019	IMP4	YNL075W
S000005020	MKS1	YNL076W|LYS80
S000005021	APJ1	YNL077W
S000005022	NIS1	YNL078W|JIP1
S000005023	TPM1	YNL079C
S000005024	EOS1	YNL080C
S000005025	SWS2	YNL081C|putative mitochondrial 37S ribosomal protein SWS2
S000005026	PMS1	YNL082W
S000005027	SAL1	YNL083W
S000005028	END3	YNL084C
S000005029	MKT1	YNL085W
S000005030	SNN1	YNL086W|BLS1
S000005031	TCB2	YNL087W
S000005032	TOP2	YNL088W|DNA topoisomerase 2|TOR3|TRF3
S000005034	RHO2	YNL090W
S000005035	NST1	YNL091W
S000005036	YNL092W	YNL092W
S000005037	YPT53	YNL093W
S000005038	APP1	YNL094W|phosphatidate phosphatase APP1
S000005039	YNL095C	YNL095C
S000005040	RPS7B	YNL096C|ribosomal 40S subunit protein S7B
S000005041	PHO23	YNL097C
S000005042	RAS2	YNL098C|CTN5|CYR3|GLC5|TSL7
S000005043	OCA1	YNL099C
S000005044	AIM37	YNL100W|MCS27
S000005045	AVT4	YNL101W
S000005046	POL1	YNL102W|CDC17|CRT5|HPR3
S000005047	MET4	YNL103W
S000005048	LEU4	YNL104C|2-isopropylmalate synthase LEU4
S000005050	INP52	YNL106C|SJL2|phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP52
S000005051	YAF9	YNL107W
S000005052	YNL108C	YNL108C|HUF
S000005054	NOP15	YNL110C
S000005055	CYB5	YNL111C
S000005056	DBP2	YNL112W
S000005057	RPC19	YNL113W
S000005059	YNL115C	YNL115C
S000005060	DMA2	YNL116W|CHF2|ubiquitin-conjugating protein DMA2
S000005061	MLS1	YNL117W|malate synthase MLS1
S000005062	DCP2	YNL118C|PSU1
S000005063	NCS2	YNL119W|TUC2
S000005065	TOM70	YNL121C|MAS70|MOM72|OMP1
S000005066	YNL122C	YNL122C
S000005067	NMA111	YNL123W|YNM3
S000005068	NAF1	YNL124W
S000005069	ESBP6	YNL125C|MCH3
S000005070	SPC98	YNL126W
S000005071	FAR11	YNL127W
S000005072	TEP1	YNL128W
S000005073	NRK1	YNL129W|ribosylnicotinamide kinase
S000005074	CPT1	YNL130C|diacylglycerol cholinephosphotransferase
S000005075	TOM22	YNL131W|MAS17|MAS22|MOM22
S000005076	KRE33	YNL132W
S000005077	FYV6	YNL133C
S000005078	YNL134C	YNL134C
S000005079	FPR1	YNL135C|FKB1|RBP1|peptidylprolyl isomerase FPR1
S000005080	EAF7	YNL136W
S000005081	NAM9	YNL137C|MNA6|mitochondrial 37S ribosomal protein NAM9
S000005082	SRV2	YNL138W|CAP
S000005083	THO2	YNL139C|LDB5|RLR1|ZRG13
S000005084	YNL140C	YNL140C
S000005085	AAH1	YNL141W|adenine deaminase
S000005086	MEP2	YNL142W
S000005087	YNL143C	YNL143C
S000005088	YNL144C	YNL144C
S000005089	MFA2	YNL145W
S000005090	YNL146W	YNL146W
S000005091	LSM7	YNL147W
S000005092	ALF1	YNL148C
S000005093	PGA2	YNL149C
S000005095	RPC31	YNL151C|ACP2|RPC8
S000005096	INN1	YNL152W
S000005097	GIM3	YNL153C|PFD4
S000005098	YCK2	YNL154C
S000005099	YNL155W	YNL155W
S000005100	NSG2	YNL156C
S000005101	IGO1	YNL157W
S000005102	PGA1	YNL158W
S000005103	ASI2	YNL159C
S000005104	YGP1	YNL160W
S000005105	CBK1	YNL161W
S000005106	RPL42A	YNL162W|ribosomal 60S subunit protein L42A
S000005107	RIA1	YNL163C|EFL1
S000005108	IBD2	YNL164C
S000005109	YNL165W	YNL165W
S000005110	BNI5	YNL166C
S000005111	SKO1	YNL167C|ACR1
S000005112	FMP41	YNL168C
S000005113	PSD1	YNL169C|phosphatidylserine decarboxylase 1
S000005116	APC1	YNL172W|anaphase promoting complex subunit 1
S000005117	MDG1	YNL173C
S000005119	NOP13	YNL175C
S000005120	TDA7	YNL176C
S000005121	MRPL22	YNL177C|mitochondrial 54S ribosomal protein YmL22
S000005122	RPS3	YNL178W|SUF14|ribosomal 40S subunit protein S3
S000005124	RHO5	YNL180C|YNS0
S000005125	YNL181W	YNL181W
S000005126	IPI3	YNL182C
S000005127	NPR1	YNL183C
S000005128	YNL184C	YNL184C
S000005129	MRPL19	YNL185C|mitochondrial 54S ribosomal protein YmL19
S000005130	UBP10	YNL186W|DOT4
S000005131	SWT21	YNL187W
S000005132	KAR1	YNL188W
S000005133	SRP1	YNL189W|KAP60|SCM1
S000005134	YNL190W	YNL190W
S000005135	DUG3	YNL191W|glutamine amidotransferase subunit DUG3
S000005136	CHS1	YNL192W|USA4|chitin synthase CHS1
S000005137	YNL193W	YNL193W
S000005138	YNL194C	YNL194C
S000005139	YNL195C	YNL195C
S000005140	SLZ1	YNL196C
S000005141	WHI3	YNL197C
S000005143	GCR2	YNL199C
S000005144	YNL200C	YNL200C|NADHX epimerase
S000005145	PSY2	YNL201C
S000005146	SPS19	YNL202W|SPX19
S000005148	SPS18	YNL204C|SPX18
S000005150	RTT106	YNL206C
S000005151	RIO2	YNL207W
S000005152	YNL208W	YNL208W
S000005153	SSB2	YNL209W|Hsp70 family ATPase SSB2|YG103
S000005154	MER1	YNL210W
S000005155	YNL211C	YNL211C
S000005156	VID27	YNL212W
S000005157	RRG9	YNL213C
S000005158	PEX17	YNL214W|PAS9
S000005159	IES2	YNL215W
S000005160	RAP1	YNL216W|GRF1|TBA1|TUF1
S000005161	YNL217W	YNL217W|putative serine/threonine-protein phosphatase
S000005162	MGS1	YNL218W|ssDNA-dependent ATPase MGS1
S000005163	ALG9	YNL219C|dolichyl-P-Man:Man(6)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase
S000005164	ADE12	YNL220W|BRA9|adenylosuccinate synthase
S000005165	POP1	YNL221C
S000005166	SSU72	YNL222W
S000005167	ATG4	YNL223W|APG4|AUT2
S000005168	SQS1	YNL224C|PFA1
S000005169	CNM67	YNL225C
S000005171	JJJ1	YNL227C
S000005173	URE2	YNL229C|[URE3]
S000005174	ELA1	YNL230C|elongin A
S000005175	PDR16	YNL231C|SFH3
S000005176	CSL4	YNL232W|SKI4
S000005177	BNI4	YNL233W
S000005178	YNL234W	YNL234W
S000005180	SIN4	YNL236W|BEL2|GAL22|MED16|RYE1|SDI3|SSF5|SSN4|TSF3
S000005181	YTP1	YNL237W
S000005182	KEX2	YNL238W|QDS1|SRB1|VMA45
S000005183	LAP3	YNL239W|BLH1|GAL6|YCP1
S000005184	NAR1	YNL240C
S000005185	ZWF1	YNL241C|MET19|POS10|glucose-6-phosphate dehydrogenase
S000005186	ATG2	YNL242W|APG2|AUT8|SPO72
S000005187	SLA2	YNL243W|END4|MOP2
S000005188	SUI1	YNL244C|MOF2|RFR1
S000005189	CWC25	YNL245C
S000005190	VPS75	YNL246W
S000005191	YNL247W	YNL247W|cysteine--tRNA ligase
S000005192	RPA49	YNL248C
S000005193	MPA43	YNL249C
S000005194	RAD50	YNL250W
S000005195	NRD1	YNL251C
S000005196	MRPL17	YNL252C|MRPL30|mitochondrial 54S ribosomal protein YmL17/YmL30
S000005197	TEX1	YNL253W
S000005198	RTC4	YNL254C
S000005199	GIS2	YNL255C
S000005200	FOL1	YNL256W|trifunctional dihydropteroate synthetase/dihydrohydroxymethylpterin pyrophosphokinase/dihydroneopterin aldolase FOL1
S000005201	SIP3	YNL257C
S000005202	DSL1	YNL258C|RNS1
S000005203	ATX1	YNL259C
S000005204	LTO1	YNL260C
S000005205	ORC5	YNL261W|origin recognition complex subunit 5
S000005206	POL2	YNL262W|DUN2
S000005207	YIF1	YNL263C
S000005208	PDR17	YNL264C|ISS1|SFH4
S000005209	IST1	YNL265C
S000005211	PIK1	YNL267W|1-phosphatidylinositol 4-kinase|PIK120|PIK41
S000005212	LYP1	YNL268W
S000005213	BSC4	YNL269W
S000005214	ALP1	YNL270C|APL1
S000005215	BNI1	YNL271C|PPF3|SHE5
S000005216	SEC2	YNL272C
S000005217	TOF1	YNL273W
S000005218	GOR1	YNL274C
S000005219	BOR1	YNL275W
S000005221	MET2	YNL277W|homoserine O-acetyltransferase
S000005222	CAF120	YNL278W
S000005223	PRM1	YNL279W
S000005224	ERG24	YNL280C|delta(14)-sterol reductase
S000005225	HCH1	YNL281W
S000005226	POP3	YNL282W
S000005227	WSC2	YNL283C|STA3
S000005228	MRPL10	YNL284C|MRPL18|mitochondrial 54S ribosomal protein YmL10/YmL18
S000005230	CUS2	YNL286W
S000005231	SEC21	YNL287W
S000005232	CAF40	YNL288W|CCR4-NOT core subunit CAF40
S000005233	PCL1	YNL289W|HCS26
S000005234	RFC3	YNL290W|replication factor C subunit 3
S000005235	MID1	YNL291C
S000005236	PUS4	YNL292W|pseudouridine synthase PUS4
S000005237	MSB3	YNL293W|GYP3
S000005238	RIM21	YNL294C|PAL2
S000005239	YNL295W	YNL295W
S000005241	MON2	YNL297C|YSL2
S000005242	CLA4	YNL298W|ERC10
S000005243	TRF5	YNL299W|non-canonical poly(A) polymerase TRF5
S000005244	TOS6	YNL300W
S000005245	RPL18B	YNL301C|RP28B|ribosomal 60S subunit protein L18B
S000005246	RPS19B	YNL302C|RP55B|ribosomal 40S subunit protein S19B
S000005248	YPT11	YNL304W
S000005249	BXI1	YNL305C|YBH3
